customer_id,region,contract_type,monthly_charges,age,tenure_months,monthly_charges,avg_monthly_usage_gb,support_tickets_90d,payment_failures_90d,service_incidents_30d,late_deliveries_90d,discount_pct,engagement_score,nps_score,days_since_last_login,cross_sell_products,autopay_enabled,paperless_billing,premium_support,streaming_bundle,churn_probability,predicted_churn,risk_band,churned,retention_priority,risk_summary,recommended_action
CUST-006070,North America,one-year,101.87,37,3,101.87,,2,1,0,1,5.21,71.2,42,14,2,1,1,0,1,0.09240047261420661,0,low,0,Monitor only,Early-life churn risk,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011397,APAC,one-year,81.32,64,21,81.32,226.29,1,1,1,1,19.62,,38,8,2,1,1,1,1,0.09231842807840297,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008256,North America,one-year,85.98,60,29,85.98,183.35,1,0,1,0,9.12,72.3,44,0,0,0,1,0,1,0.09229893686186147,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001469,APAC,month-to-month,75.12,51,60,75.12,456.81,2,0,1,0,15.41,76.0,28,14,0,1,1,0,0,0.09226862699694052,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013207,Europe,two-year,98.57,66,8,98.57,546.47,2,2,0,0,12.18,76.0,26,9,3,0,1,0,1,0.09226485041750214,0,low,0,Monitor only,Billing instability,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-000149,Europe,month-to-month,75.88,43,15,75.88,515.41,4,0,0,0,6.23,76.4,23,9,3,1,1,0,0,0.09224453924946242,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008493,Europe,month-to-month,48.74,42,39,48.74,228.21,3,0,1,1,9.23,68.5,33,5,3,1,1,0,1,0.09223954524827699,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012136,Europe,two-year,129.04,30,26,129.04,,3,0,0,0,10.73,61.0,95,9,0,0,1,0,0,0.09223053309642225,0,low,0,Monitor only,High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-010670,North America,one-year,120.56,44,15,120.56,504.96,2,1,1,0,14.24,61.7,47,2,1,1,1,0,1,0.09221767465417467,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005800,Europe,month-to-month,92.25,34,19,92.25,510.75,3,0,0,0,3.17,59.8,82,8,4,0,1,0,1,0.09217576987267583,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-002592,LATAM,month-to-month,73.01,58,70,73.01,316.72,1,0,1,0,18.76,69.1,40,10,0,1,1,0,0,0.09217178459359424,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006820,LATAM,two-year,105.35,25,49,105.35,571.6,0,0,1,0,8.6,54.6,-33,6,2,1,1,0,0,0.09216387246751169,0,low,0,Monitor only,Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013810,LATAM,month-to-month,54.98,52,29,54.98,729.56,4,0,0,1,6.46,39.5,21,19,5,1,1,0,1,0.0921630141462624,0,low,0,Monitor only,Month-to-month commitment; High support friction; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011119,Europe,one-year,103.41,59,23,103.41,398.28,2,2,1,0,12.61,88.4,35,1,1,0,1,1,0,0.09208516372191482,0,low,0,Monitor only,Billing instability,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011335,North America,two-year,114.27,19,23,114.27,119.59,1,0,0,2,1.76,81.6,35,22,2,1,0,1,1,0.09199349822370866,0,low,0,Monitor only,Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012216,North America,month-to-month,85.91,64,13,85.91,333.37,3,0,1,1,1.84,94.0,45,10,2,1,1,0,0,0.09193419442334722,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008001,Europe,two-year,102.08,67,23,102.08,151.44,1,0,0,0,13.5,59.4,29,0,1,1,1,1,0,0.09191461626310855,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-007028,North America,month-to-month,123.69,43,28,123.69,693.09,2,0,0,0,4.88,98.6,2,18,1,1,1,0,0,0.09190185592174578,0,low,0,Monitor only,Month-to-month commitment; Falling product engagement; Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-000092,APAC,one-year,63.96,64,33,63.96,295.71,2,1,2,1,7.14,76.1,25,25,4,1,1,0,0,0.0918865265624266,0,low,0,Monitor only,Falling product engagement; Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012152,LATAM,two-year,123.95,29,43,123.95,483.13,3,0,1,1,7.74,84.8,-4,12,1,1,1,0,0,0.09183323683243079,0,low,0,Monitor only,High support friction; Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-000528,LATAM,two-year,64.51,25,8,64.51,547.95,2,0,4,0,4.46,69.3,22,15,1,1,1,0,0,0.09182187905697618,0,low,0,Monitor only,Falling product engagement; Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-002266,North America,one-year,105.59,36,16,105.59,459.34,1,0,1,1,4.46,,31,0,1,0,1,0,1,0.09173285565553879,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005845,Europe,month-to-month,106.37,62,32,106.37,216.49,0,0,0,0,12.99,82.3,66,10,1,1,1,0,0,0.09170519583478597,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-002864,North America,one-year,58.01,70,21,58.01,391.7,1,1,0,0,10.64,50.9,45,10,3,0,0,0,0,0.0916991525797195,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-000061,APAC,month-to-month,119.05,27,25,119.05,488.18,2,0,0,0,11.16,60.9,65,12,3,1,1,0,1,0.09168712348467181,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-003577,APAC,one-year,128.07,23,19,128.07,311.21,2,0,1,0,13.17,95.6,55,11,3,0,1,0,0,0.09164745875278692,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-010392,LATAM,one-year,116.31,41,64,116.31,331.76,0,0,1,2,14.64,63.9,12,11,1,1,1,0,1,0.09159007697925234,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013955,LATAM,month-to-month,91.51,56,66,91.51,230.68,1,2,0,0,1.47,93.2,69,11,1,0,1,0,1,0.09157466123830228,0,low,0,Monitor only,Month-to-month commitment; Billing instability,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-002498,North America,two-year,76.09,58,28,76.09,369.57,3,0,0,0,13.9,70.0,18,16,0,1,1,0,0,0.09156318486013203,0,low,0,Monitor only,High support friction; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001675,APAC,one-year,92.93,27,11,92.93,405.6,2,0,0,3,9.49,63.0,38,5,1,1,1,0,0,0.09156058343337893,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-003718,APAC,month-to-month,85.17,19,22,85.17,365.71,2,0,0,1,0.0,69.9,50,10,4,1,1,0,0,0.09155504302089411,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-010037,LATAM,month-to-month,81.11,53,10,81.11,473.97,1,0,0,1,14.34,79.1,43,11,2,1,1,0,0,0.09153604352319926,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001330,North America,month-to-month,63.05,64,15,63.05,491.24,3,0,0,0,14.34,65.7,35,9,1,1,1,0,1,0.09152346441403371,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-000242,APAC,two-year,61.1,65,25,61.1,272.7,4,0,1,1,10.72,73.9,18,7,0,1,1,0,0,0.09149850968772456,0,low,0,Monitor only,High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013199,North America,two-year,74.32,22,25,74.32,367.84,1,2,1,0,12.18,65.0,47,14,0,1,1,0,0,0.0914967369051006,0,low,0,Monitor only,Billing instability,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011854,LATAM,two-year,78.04,51,23,78.04,689.0,1,1,1,0,12.98,38.2,76,22,1,0,0,0,1,0.0914827221015577,0,low,0,Monitor only,Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-014122,North America,two-year,91.66,44,13,91.66,406.65,2,1,1,1,5.44,80.0,12,11,1,1,1,0,0,0.09135086838289139,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-004312,APAC,two-year,136.03,55,20,136.03,513.49,1,0,0,2,1.16,84.1,9,10,1,0,1,1,1,0.09132257284963104,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008133,APAC,one-year,97.14,31,33,97.14,,3,1,0,0,5.24,79.3,25,16,2,1,1,0,0,0.0913055216206819,0,low,0,Monitor only,High support friction; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011224,Europe,month-to-month,109.25,57,21,109.25,344.77,4,0,0,0,5.21,63.5,91,13,4,1,0,0,1,0.09124210771972001,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011035,APAC,month-to-month,65.24,48,31,65.24,442.62,3,0,0,0,11.69,59.9,55,12,2,1,1,0,0,0.09118500348343739,0,low,1,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-003117,North America,month-to-month,86.14,20,17,86.14,393.39,2,0,2,1,12.21,69.9,59,13,3,1,0,1,1,0.09116926327584925,0,low,0,Monitor only,Month-to-month commitment; Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006747,Europe,one-year,96.4,71,16,96.4,329.85,2,0,0,0,10.32,71.2,-9,3,3,1,1,1,0,0.09113141101618112,0,low,0,Monitor only,Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013815,Europe,one-year,55.01,70,15,55.01,459.92,3,1,2,0,11.35,53.7,54,14,5,0,0,0,1,0.09112103814423148,0,low,0,Monitor only,High support friction; Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-007118,APAC,two-year,106.06,26,43,106.06,221.32,2,0,0,0,15.11,78.0,20,7,3,0,1,0,0,0.09109636010409657,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001953,APAC,two-year,79.66,50,12,79.66,438.91,1,0,2,0,5.42,39.4,40,5,1,1,1,1,0,0.09108632778441181,0,low,0,Monitor only,Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-004072,APAC,two-year,101.64,38,4,101.64,383.44,3,0,2,1,14.06,85.4,52,11,2,0,1,1,0,0.09107423899401895,0,low,0,Monitor only,High support friction; Recent service disruption; Early-life churn risk,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005520,Europe,one-year,93.9,62,33,93.9,378.58,1,1,1,0,15.05,61.4,60,3,1,0,1,0,0,0.09103392018535593,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005890,North America,one-year,120.36,69,35,120.36,454.04,2,0,0,1,12.96,56.4,35,11,1,1,1,1,0,0.09098643465882791,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005452,Europe,month-to-month,77.45,49,25,77.45,277.49,0,0,1,2,15.05,78.9,28,13,5,1,1,0,0,0.09083331500108449,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-002563,APAC,two-year,98.37,58,27,98.37,40.0,2,1,1,1,3.61,99.0,92,15,2,0,1,0,0,0.09081536715659191,0,low,0,Monitor only,Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006707,North America,one-year,81.4,75,26,81.4,257.39,3,0,0,0,12.11,61.8,48,16,1,1,0,0,1,0.09080016172280796,0,low,0,Monitor only,High support friction; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-004602,LATAM,two-year,118.63,24,35,118.63,433.68,2,2,0,3,10.39,78.2,77,0,1,0,0,1,0,0.09076629525721405,0,low,0,Monitor only,Billing instability,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-007376,North America,one-year,106.53,55,11,106.53,213.98,3,0,1,0,14.96,73.2,60,7,2,1,1,0,1,0.09074705018912459,0,low,0,Monitor only,High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-004911,North America,month-to-month,76.21,71,24,76.21,300.65,2,0,1,1,9.46,86.5,45,15,3,1,1,0,0,0.09069096522397746,0,low,0,Monitor only,Month-to-month commitment; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008551,Europe,month-to-month,61.22,61,32,61.22,380.18,2,0,0,1,9.07,70.4,17,10,2,1,1,1,0,0.09063079741766801,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005861,Europe,month-to-month,86.91,62,30,86.91,403.7,1,0,1,0,17.55,81.9,8,3,1,1,1,1,0,0.09062418192523228,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013351,APAC,month-to-month,120.87,40,26,120.87,482.9,3,0,0,0,9.4,68.2,73,12,3,1,1,0,0,0.09061582575667805,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001998,North America,one-year,99.45,36,6,99.45,366.37,1,2,0,1,0.0,93.0,62,17,4,0,0,0,1,0.09060975074928732,0,low,0,Monitor only,Billing instability; Falling product engagement; Early-life churn risk,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008875,North America,month-to-month,103.58,25,74,103.58,480.2,4,0,0,1,12.76,69.8,44,15,1,1,1,0,0,0.09060323789931354,0,low,0,Monitor only,Month-to-month commitment; High support friction; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-014984,APAC,one-year,107.16,75,35,107.16,254.06,1,1,0,0,1.46,83.9,27,4,3,0,1,0,1,0.09049397057090991,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-014220,North America,two-year,123.68,53,15,123.68,321.6,0,0,1,0,8.55,61.9,69,12,1,1,1,0,0,0.09045329654924676,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001497,APAC,one-year,99.37,65,9,99.37,627.63,2,1,0,2,15.89,70.6,6,5,1,1,0,0,0,0.0904449990057035,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013645,North America,month-to-month,74.81,42,41,74.81,,1,0,1,1,14.73,75.4,30,16,0,1,1,1,0,0.09042821412433268,0,low,0,Monitor only,Month-to-month commitment; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011620,North America,one-year,65.69,36,50,65.69,459.02,3,1,0,1,5.6,47.8,49,12,1,0,1,1,0,0.09039865391304065,0,low,0,Monitor only,High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012025,APAC,two-year,120.09,60,21,120.09,299.43,2,0,3,0,13.71,77.1,22,2,3,1,1,1,0,0.09039576929902553,0,low,0,Monitor only,Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-009864,LATAM,one-year,115.48,69,24,115.48,656.55,3,1,0,0,5.03,50.4,48,7,4,0,1,0,1,0.09038673648797124,0,low,0,Monitor only,High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-004797,North America,one-year,122.2,70,41,122.2,494.11,3,0,1,0,9.03,78.0,10,9,3,0,1,0,1,0.0902842481188639,0,low,0,Monitor only,High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-007866,Europe,month-to-month,111.12,19,25,111.12,463.12,1,0,1,0,10.88,77.3,25,6,3,1,1,0,0,0.09027470513968953,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006602,North America,month-to-month,106.94,50,58,106.94,426.96,1,0,1,0,0.0,63.7,27,6,1,1,1,0,1,0.09025633130832283,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-014724,Europe,month-to-month,102.14,56,53,102.14,619.89,2,0,0,2,10.68,67.5,4,12,2,1,1,0,0,0.09021476200304265,0,low,0,Monitor only,Month-to-month commitment; Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-014970,LATAM,month-to-month,86.23,21,52,86.23,363.12,2,0,1,0,4.96,81.1,42,4,1,0,1,1,1,0.0901988626425513,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012383,APAC,one-year,101.2,53,11,101.2,494.41,2,1,0,0,9.98,90.6,20,0,0,0,1,0,0,0.09018981342707474,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005042,North America,month-to-month,127.07,34,10,127.07,703.98,2,0,0,0,10.19,71.4,44,9,2,1,1,0,0,0.09017994775722028,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001187,Europe,one-year,124.4,42,12,124.4,363.01,0,0,0,1,8.06,64.7,8,0,2,1,1,1,0,0.09017262764373168,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-004475,Europe,month-to-month,94.55,20,27,94.55,320.19,4,1,1,0,4.41,88.6,68,10,2,1,0,1,0,0.09016409607706752,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006489,North America,month-to-month,72.23,70,44,72.23,372.41,3,0,0,0,4.75,63.7,65,15,3,0,1,0,1,0.09011005594130554,0,low,0,Monitor only,Month-to-month commitment; High support friction; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-010066,LATAM,one-year,88.2,67,17,88.2,268.73,2,0,1,0,17.94,68.6,26,5,3,1,1,0,1,0.08998995809374934,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013317,North America,one-year,117.78,32,9,117.78,397.18,0,0,1,0,5.92,56.8,38,8,3,1,1,0,0,0.08993267448954577,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008176,LATAM,two-year,146.54,67,36,146.54,469.59,1,2,0,0,8.61,99.0,43,10,1,0,0,0,0,0.08989865971665204,0,low,0,Monitor only,Billing instability,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011159,North America,month-to-month,110.91,70,45,110.91,483.69,3,0,0,0,6.99,62.1,45,4,2,1,1,0,0,0.0898380062205603,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005811,Europe,one-year,97.68,31,7,97.68,,1,0,0,0,20.31,85.8,11,19,1,1,1,0,0,0.08983610391675682,0,low,0,Monitor only,Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011016,Europe,one-year,76.42,53,7,76.42,469.84,1,1,0,0,6.6,72.5,1,6,0,1,1,0,0,0.08981301239272473,0,low,0,Monitor only,Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-009459,Europe,two-year,88.78,48,21,88.78,494.58,2,1,1,1,2.19,67.4,43,18,3,0,1,0,0,0.0897408993946883,0,low,0,Monitor only,Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-003452,Europe,two-year,98.58,28,17,98.58,320.13,1,0,3,1,4.35,65.8,19,0,3,1,1,0,0,0.0897318850592485,0,low,0,Monitor only,Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-008865,North America,two-year,51.61,38,15,51.61,443.07,4,2,0,0,6.61,74.3,34,1,0,0,1,0,0,0.0897137914097192,0,low,0,Monitor only,Billing instability; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012912,North America,one-year,109.56,61,29,109.56,407.61,2,0,0,0,6.53,60.2,39,0,0,1,1,0,1,0.08966818371897994,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006257,APAC,month-to-month,126.45,43,21,126.45,554.57,2,0,0,1,14.63,68.7,68,18,4,1,1,0,1,0.0896642241182781,0,low,0,Monitor only,Month-to-month commitment; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-007031,North America,one-year,87.2,21,12,87.2,419.17,0,0,0,0,3.76,,54,32,3,0,1,0,1,0.08959311522129638,0,low,0,Monitor only,Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001857,North America,month-to-month,93.32,76,69,93.32,517.8,3,1,0,0,17.4,50.2,34,14,4,1,1,0,1,0.08958362657269395,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006537,North America,month-to-month,112.22,68,96,112.22,325.11,4,1,0,0,8.87,57.5,10,5,6,1,1,1,1,0.0895685407718652,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-014401,North America,month-to-month,105.44,76,26,105.44,587.13,1,1,0,2,3.91,61.4,60,10,2,1,1,0,0,0.08955644330160517,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001642,North America,month-to-month,111.78,31,14,111.78,672.12,1,0,0,0,6.83,66.5,17,6,1,1,1,0,1,0.08955554729930985,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-014059,North America,month-to-month,84.06,60,21,84.06,231.45,0,0,0,0,6.64,88.3,15,8,2,1,1,1,0,0.08952544942031233,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-009271,North America,two-year,107.53,69,24,107.53,406.07,1,0,1,0,8.23,66.8,-6,4,1,1,0,0,0,0.08946970125688053,0,low,0,Monitor only,Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-001913,LATAM,month-to-month,79.75,61,32,79.75,482.15,2,0,1,0,15.65,53.2,53,1,3,1,1,0,0,0.08946678082233722,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-010815,North America,month-to-month,81.36,52,24,81.36,676.68,3,0,1,0,16.76,70.0,25,3,3,0,1,0,0,0.08942799710177549,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011671,Europe,one-year,131.32,53,10,131.32,444.53,1,0,2,0,2.79,71.9,54,23,3,1,1,0,0,0.08942555883336777,0,low,0,Monitor only,Falling product engagement; Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-003384,Europe,one-year,117.98,61,21,117.98,423.48,1,0,1,0,18.18,44.2,37,2,3,1,1,0,1,0.08942298024867668,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-010459,Europe,one-year,126.45,62,36,126.45,441.98,1,0,1,0,9.93,78.6,-27,0,2,1,0,0,1,0.0893512532828424,0,low,0,Monitor only,Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012252,North America,two-year,105.16,58,11,105.16,336.85,0,1,1,1,15.85,67.9,-10,4,5,1,1,0,1,0.08933658241947015,0,low,0,Monitor only,Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013565,APAC,month-to-month,95.49,41,44,95.49,583.57,4,0,1,1,9.26,66.6,49,0,2,0,1,1,0,0.08932811949925912,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-011112,Europe,one-year,83.89,54,45,83.89,393.53,1,1,2,0,16.67,54.3,64,2,0,0,1,0,1,0.08927417763948085,0,low,0,Monitor only,Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005523,Europe,month-to-month,71.63,52,31,71.63,492.52,3,0,0,2,7.56,92.5,31,11,4,0,1,0,0,0.08925136932871695,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-000227,North America,month-to-month,89.53,59,3,89.53,465.83,2,0,2,0,4.5,81.0,33,4,3,1,1,0,0,0.08924588669054481,0,low,0,Monitor only,Month-to-month commitment; Recent service disruption; Early-life churn risk,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-005351,LATAM,two-year,72.47,47,16,72.47,580.88,2,0,2,1,13.41,64.7,-6,21,2,1,1,1,1,0.08917721406129955,0,low,0,Monitor only,Falling product engagement; Recent service disruption; Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012491,North America,two-year,124.09,70,29,124.09,532.68,1,0,0,0,6.46,58.6,7,10,0,1,0,0,1,0.08912064748406853,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012428,LATAM,month-to-month,135.92,55,13,135.92,345.32,1,0,1,0,5.04,58.0,93,0,6,1,1,0,1,0.08911840422285275,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-006903,APAC,one-year,92.67,64,25,92.67,405.51,2,0,1,1,5.22,72.6,13,4,0,1,1,0,0,0.08908200918171388,0,low,0,Monitor only,Routine monitoring,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-007864,Europe,month-to-month,77.55,44,28,77.55,245.09,2,0,2,0,0.0,83.2,50,0,1,1,1,0,0,0.08907351300612563,0,low,0,Monitor only,Month-to-month commitment; Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-012426,North America,month-to-month,56.97,67,22,56.97,288.79,1,0,1,1,5.65,72.7,51,8,1,1,1,0,0,0.08904935437657957,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013518,North America,two-year,140.96,30,14,140.96,502.13,3,0,0,1,12.75,78.2,-22,2,4,1,1,0,1,0.0890437827252847,0,low,0,Monitor only,High support friction; Weak customer advocacy,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-003977,North America,month-to-month,137.55,44,27,137.55,495.02,2,1,0,0,12.57,66.1,73,6,3,1,1,1,1,0.08900445956278216,0,low,0,Monitor only,Month-to-month commitment,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-000682,North America,month-to-month,67.81,50,48,67.81,414.19,4,0,0,1,13.87,65.8,80,20,3,0,1,1,0,0.08893091638751549,0,low,0,Monitor only,Month-to-month commitment; High support friction; Falling product engagement,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-013717,APAC,month-to-month,142.82,39,20,142.82,437.22,4,0,0,2,10.91,79.8,73,6,4,1,0,0,1,0.08892202459326064,0,low,0,Monitor only,Month-to-month commitment; High support friction,Keep in standard success cadence and watch for renewed support or billing friction.
CUST-009385,Europe,one-year,105.53,20,20,105.53,304.64,1,1,2,0,6.48,66.2,26,4,3,1,1,1,1,0.08886328915202212,0,low,0,Monitor only,Recent service disruption,Keep in standard success cadence and watch for renewed support or billing friction.
