customer_id,region,contract_type,payment_method,internet_tier,age,tenure_months,monthly_charges,avg_monthly_usage_gb,autopay_enabled,paperless_billing,premium_support,streaming_bundle,support_tickets_90d,payment_failures_90d,service_incidents_30d,late_deliveries_90d,discount_pct,engagement_score,nps_score,days_since_last_login,cross_sell_products,churn_probability_signal,churned
CUST-005697,North America,month-to-month,credit-card,5g,76,47,66.92,288.84,0,0,0,1,4,1,2,0,7.03,58.1,25,14,1,0.188619,0
CUST-005698,LATAM,month-to-month,bank-transfer,5g,36,47,98.54,324.52,0,1,0,1,2,0,0,0,10.66,81.3,74,14,6,0.001281,0
CUST-005699,APAC,two-year,digital-wallet,fiber,73,57,122.32,156.05,1,1,1,0,1,1,0,0,10.54,61.6,20,4,1,0.006082,0
CUST-005700,North America,one-year,bank-transfer,fiber,37,55,89.28,476.41,1,1,1,0,1,0,0,1,8.93,61.1,52,17,3,0.000165,0
CUST-005701,APAC,two-year,bank-transfer,cable,60,39,70.82,287.73,1,1,0,0,2,0,2,0,14.66,73.5,33,0,0,0.001543,0
CUST-005702,North America,two-year,invoice,fiber,60,17,108.66,405.81,0,1,0,1,0,0,0,0,11.72,99.0,10,6,3,0.001308,0
CUST-005703,North America,one-year,credit-card,cable,74,8,90.49,450.2,1,0,0,1,1,0,0,1,11.4,69.8,-35,4,3,0.006821,0
CUST-005704,APAC,one-year,credit-card,fiber,22,19,109.09,690.89,1,1,0,1,1,1,1,0,9.2,61.0,38,6,2,0.000892,0
CUST-005705,Europe,one-year,invoice,5g,54,6,91.43,238.68,0,1,0,0,2,2,1,0,15.54,82.0,82,14,1,0.048516,0
CUST-005706,Europe,two-year,credit-card,fiber,68,48,91.32,418.54,1,1,0,0,2,0,1,0,2.02,51.9,24,2,0,0.001645,0
CUST-005707,LATAM,one-year,digital-wallet,fiber,24,10,142.24,354.04,1,1,0,1,1,0,0,0,7.33,65.9,58,8,0,0.007765,0
CUST-005708,APAC,month-to-month,credit-card,5g,19,27,68.34,152.1,0,0,0,1,1,1,0,1,14.63,72.7,47,9,1,0.061564,0
CUST-005709,North America,two-year,credit-card,cable,22,26,103.57,723.53,0,0,0,0,1,0,0,1,0.49,41.0,27,7,1,0.002139,0
CUST-005710,Europe,one-year,credit-card,fiber,46,47,110.83,277.97,1,0,0,1,3,0,3,2,,63.6,-8,8,0,0.097712,0
CUST-005711,APAC,two-year,digital-wallet,5g,52,34,118.89,415.47,1,1,0,1,4,1,1,1,0.0,65.0,12,7,2,0.010608,0
CUST-005712,Europe,month-to-month,credit-card,cable,65,18,67.26,402.77,1,1,0,1,3,1,1,1,9.16,42.1,40,9,6,0.024539,0
CUST-005713,LATAM,month-to-month,credit-card,cable,43,28,102.97,444.68,1,1,0,1,4,1,2,1,6.7,40.2,26,14,1,0.431484,1
CUST-005714,APAC,one-year,credit-card,fiber,72,27,82.06,884.78,1,1,0,1,2,2,0,0,13.32,83.4,11,0,4,5.2e-05,0
CUST-005715,North America,one-year,credit-card,cable,25,13,91.66,440.05,0,1,0,1,1,1,1,1,7.74,50.4,17,4,2,0.027599,0
CUST-005716,North America,month-to-month,credit-card,cable,55,23,82.91,378.19,1,1,1,1,2,0,0,0,0.0,46.1,67,3,4,0.001627,0
CUST-005717,APAC,month-to-month,invoice,cable,46,43,80.77,453.71,0,1,0,0,4,1,1,1,13.39,56.9,68,9,1,0.091022,0
CUST-005718,LATAM,one-year,digital-wallet,5g,50,29,130.55,415.08,1,1,0,0,2,1,1,2,13.32,73.3,38,4,1,0.011683,0
CUST-005719,North America,two-year,credit-card,fiber,48,22,117.66,533.88,0,1,0,0,3,0,0,1,10.26,60.3,45,7,1,0.005517,0
CUST-005720,North America,month-to-month,credit-card,cable,60,30,59.85,540.68,1,0,0,0,5,0,1,0,7.77,63.5,40,23,1,0.016822,0
CUST-005721,APAC,month-to-month,credit-card,cable,61,10,86.55,410.91,1,0,0,0,1,0,1,1,12.89,81.1,63,8,1,0.005343,0
CUST-005722,North America,month-to-month,credit-card,fiber,68,47,90.05,483.24,1,1,0,0,0,1,2,1,7.9,99.0,74,8,0,0.000433,0
CUST-005723,North America,month-to-month,credit-card,cable,40,68,125.75,586.44,0,1,0,1,5,1,1,0,13.21,67.8,26,7,4,0.012739,0
CUST-005724,LATAM,month-to-month,invoice,cable,19,6,65.24,407.31,0,1,0,1,2,4,0,3,11.49,71.6,36,10,3,0.434919,1
CUST-005725,APAC,one-year,credit-card,cable,28,4,76.35,530.09,1,1,1,1,3,0,0,0,,92.4,41,13,1,0.000331,0
CUST-005726,LATAM,one-year,credit-card,fiber,54,28,74.91,369.73,1,1,1,1,0,0,1,0,14.3,95.8,5,16,1,0.00071,0
CUST-005727,APAC,month-to-month,bank-transfer,fiber,28,8,45.59,461.24,0,1,0,1,4,1,0,0,3.84,64.0,-18,14,3,0.145862,1
CUST-005728,North America,month-to-month,credit-card,fiber,64,27,45.86,259.4,1,1,1,0,1,0,0,2,10.46,76.0,16,5,1,0.005601,0
CUST-005729,LATAM,two-year,digital-wallet,fiber,19,30,98.61,286.89,1,0,0,1,0,0,1,0,9.92,74.6,-7,0,0,0.004241,0
CUST-005730,North America,month-to-month,digital-wallet,cable,73,36,74.41,600.13,1,0,0,1,3,0,0,0,8.22,43.3,-33,6,2,0.031512,0
CUST-005731,North America,two-year,credit-card,cable,77,27,97.79,431.27,0,1,0,0,2,0,0,1,15.84,62.7,28,18,0,0.01747,0
CUST-005732,LATAM,month-to-month,digital-wallet,fiber,42,2,53.62,395.53,1,1,0,1,1,0,1,2,7.59,79.0,49,17,1,0.010474,0
CUST-005733,APAC,two-year,credit-card,fiber,69,58,64.8,571.44,0,1,1,0,0,0,0,0,4.76,90.4,26,12,1,2.7e-05,0
CUST-005734,LATAM,two-year,credit-card,cable,72,35,81.84,490.85,1,0,0,1,0,0,2,0,,74.1,-22,9,3,0.00102,0
CUST-005735,North America,month-to-month,digital-wallet,5g,66,17,56.36,394.28,1,1,0,0,0,0,1,0,12.25,71.0,35,12,1,0.005902,0
CUST-005736,LATAM,one-year,digital-wallet,cable,56,19,84.78,355.76,1,1,0,0,2,0,0,2,10.88,69.1,85,10,1,0.001217,0
CUST-005737,Europe,one-year,credit-card,cable,31,18,84.43,485.58,1,1,1,0,1,3,0,0,7.22,78.6,53,5,1,0.000764,0
CUST-005738,APAC,month-to-month,credit-card,fiber,38,13,82.34,,1,1,1,1,0,0,2,3,13.06,68.8,54,13,0,0.010454,0
CUST-005739,LATAM,one-year,digital-wallet,5g,40,27,59.04,448.04,1,1,1,0,3,0,1,0,8.74,94.1,51,0,5,2.7e-05,0
CUST-005740,Europe,month-to-month,bank-transfer,5g,77,19,120.13,676.85,1,1,0,1,1,0,0,0,15.49,73.3,29,6,2,0.002119,0
CUST-005741,APAC,month-to-month,bank-transfer,5g,56,40,62.88,313.19,1,1,0,0,1,0,0,0,3.52,62.1,41,23,2,0.007845,0
CUST-005742,APAC,two-year,bank-transfer,cable,22,30,87.64,458.52,0,0,1,0,3,0,1,1,11.72,49.6,94,13,4,0.000843,0
CUST-005743,APAC,month-to-month,bank-transfer,fiber,28,78,87.78,377.05,1,1,0,1,4,0,0,1,0.71,76.2,72,4,2,0.000277,0
CUST-005744,LATAM,month-to-month,bank-transfer,fiber,70,15,92.64,340.07,1,0,0,0,3,0,0,1,0.0,56.8,47,14,4,0.031913,0
CUST-005745,APAC,month-to-month,credit-card,fiber,47,43,58.65,361.98,0,1,0,1,1,2,0,2,6.64,52.7,46,5,5,0.010553,0
CUST-005746,North America,two-year,credit-card,fiber,50,17,98.4,448.73,0,1,0,0,4,0,0,0,8.55,75.7,-5,9,2,0.012792,0
CUST-005747,North America,month-to-month,bank-transfer,fiber,73,21,75.06,316.24,1,1,1,0,1,0,1,0,6.51,73.2,-20,16,6,0.014871,0
CUST-005748,LATAM,month-to-month,digital-wallet,5g,53,10,104.59,313.64,1,0,0,1,3,1,2,1,8.45,25.7,-17,7,2,0.9211,1
CUST-005749,LATAM,one-year,digital-wallet,fiber,43,22,113.55,139.32,0,0,0,1,1,0,2,1,8.51,,51,21,6,0.064531,0
CUST-005750,LATAM,one-year,bank-transfer,fiber,68,13,93.01,542.02,1,1,0,0,0,1,2,0,5.06,53.6,91,9,1,0.001203,0
CUST-005751,North America,one-year,bank-transfer,cable,38,90,78.14,450.56,1,1,0,0,3,1,0,1,8.6,77.4,31,14,3,0.000127,0
CUST-005752,Europe,two-year,credit-card,fiber,73,31,130.33,510.73,1,0,0,1,0,0,0,0,8.48,53.5,72,11,0,0.00058,0
CUST-005753,APAC,month-to-month,digital-wallet,fiber,23,36,101.78,280.41,1,0,0,0,4,2,1,1,13.81,99.0,24,0,1,0.039539,0
CUST-005754,APAC,one-year,invoice,cable,71,20,73.13,443.93,0,1,1,0,3,1,0,0,8.56,52.4,29,7,1,0.030188,0
CUST-005755,North America,one-year,digital-wallet,fiber,26,73,64.49,439.0,1,0,1,0,3,0,1,1,26.22,90.0,30,20,0,0.000292,0
CUST-005756,Europe,month-to-month,digital-wallet,fiber,46,46,100.94,435.26,1,1,0,0,0,0,1,0,2.92,49.6,51,14,0,0.009964,0
CUST-005757,North America,two-year,invoice,cable,31,33,83.88,354.26,0,0,1,0,1,4,1,0,3.94,57.5,34,5,0,0.06638,0
CUST-005758,Europe,one-year,credit-card,fiber,61,20,65.39,298.58,0,0,0,0,3,2,2,1,0.0,90.1,40,8,1,0.011486,0
CUST-005759,North America,month-to-month,bank-transfer,fiber,46,62,93.86,459.81,1,0,1,0,0,0,0,0,8.58,46.9,95,10,0,0.000478,0
CUST-005760,North America,month-to-month,bank-transfer,fiber,63,31,61.79,382.9,0,0,0,1,0,0,0,2,11.14,56.7,7,17,0,0.078805,0
CUST-005761,North America,month-to-month,bank-transfer,5g,52,32,93.86,382.55,1,1,0,0,0,0,1,0,11.05,74.7,26,13,1,0.009818,0
CUST-005762,LATAM,two-year,digital-wallet,fiber,39,37,98.31,289.98,1,1,0,1,1,1,1,2,12.8,75.6,-9,12,2,0.015229,0
CUST-005763,APAC,month-to-month,credit-card,fiber,62,55,71.45,378.63,1,1,1,1,3,0,1,0,16.41,53.9,25,18,1,0.018885,0
CUST-005764,LATAM,two-year,credit-card,cable,36,54,99.93,564.87,1,0,0,1,0,1,0,0,9.04,63.7,57,11,2,0.000105,0
CUST-005765,Europe,month-to-month,credit-card,cable,32,15,73.54,512.29,1,1,0,0,5,0,0,0,11.05,70.3,36,15,2,0.013785,0
CUST-005766,Europe,two-year,credit-card,cable,67,30,90.93,429.29,1,1,0,0,0,0,0,0,3.93,66.7,19,8,3,0.000381,0
CUST-005767,North America,two-year,credit-card,cable,77,27,54.35,461.11,0,1,1,0,0,3,0,0,9.44,71.8,39,3,3,0.000481,0
CUST-005768,Europe,month-to-month,credit-card,5g,50,31,93.77,221.65,1,1,0,1,0,0,1,0,11.13,99.0,-24,10,2,0.016563,0
CUST-005769,North America,month-to-month,credit-card,fiber,75,51,117.22,650.62,1,1,0,1,0,0,1,3,1.27,68.7,31,11,2,0.001411,0
CUST-005770,APAC,two-year,bank-transfer,cable,32,60,55.65,677.49,1,1,1,0,1,0,0,0,9.69,81.1,44,7,1,5e-06,0
CUST-005771,APAC,month-to-month,bank-transfer,fiber,19,16,109.22,277.45,0,1,0,1,3,0,3,0,11.42,88.6,40,12,1,0.153279,0
CUST-005772,APAC,month-to-month,bank-transfer,cable,70,19,78.09,372.01,1,0,0,0,1,0,1,1,10.82,63.1,63,18,2,0.013832,0
CUST-005773,North America,two-year,credit-card,cable,68,22,113.12,,1,1,0,0,0,1,2,0,5.35,,13,5,1,0.012401,0
CUST-005774,Europe,two-year,invoice,cable,48,51,133.33,465.72,0,0,0,0,0,3,1,1,6.25,78.3,-29,4,4,0.03417,0
CUST-005775,North America,one-year,credit-card,fiber,69,48,93.86,337.28,1,1,0,0,0,1,1,0,7.0,81.0,7,14,0,0.003275,0
CUST-005776,North America,two-year,bank-transfer,cable,70,3,104.8,430.61,0,1,0,0,2,1,1,1,6.64,60.9,5,0,1,0.055626,0
CUST-005777,APAC,one-year,digital-wallet,fiber,40,33,100.64,471.18,0,1,0,1,1,1,0,0,16.54,86.7,27,6,3,0.00094,0
CUST-005778,Europe,one-year,digital-wallet,fiber,28,10,114.89,276.15,1,1,1,0,2,0,0,0,12.85,79.6,27,2,3,0.002329,0
CUST-005779,APAC,month-to-month,bank-transfer,cable,55,23,86.42,370.54,1,1,0,1,2,0,1,1,,95.2,29,1,1,0.002949,0
CUST-005780,North America,two-year,credit-card,fiber,71,7,107.82,523.73,1,1,0,1,2,1,0,1,8.15,69.3,-12,5,2,0.007258,0
CUST-005781,LATAM,one-year,digital-wallet,fiber,53,26,74.94,557.67,0,1,1,1,2,0,0,0,12.45,68.4,52,12,3,0.000368,0
CUST-005782,LATAM,one-year,bank-transfer,fiber,42,27,118.76,493.59,0,1,0,0,0,0,0,0,10.93,63.3,14,4,3,0.004142,0
CUST-005783,Europe,two-year,digital-wallet,cable,32,15,66.39,495.04,0,1,1,0,3,0,0,1,7.75,79.6,58,9,2,0.000301,0
CUST-005784,APAC,month-to-month,credit-card,fiber,36,26,80.66,382.99,1,1,0,1,2,0,0,1,17.4,55.4,74,12,2,0.007292,0
CUST-005785,North America,one-year,invoice,cable,64,22,76.55,380.4,1,1,0,0,3,3,0,0,6.21,99.0,17,8,3,0.00455,0
CUST-005786,APAC,one-year,invoice,5g,40,30,101.04,430.45,0,1,0,0,2,0,1,0,5.94,76.4,31,14,1,0.014251,0
CUST-005787,APAC,month-to-month,digital-wallet,fiber,48,5,110.27,307.57,0,0,0,1,5,0,0,0,0.0,99.0,33,15,1,0.079092,1
CUST-005788,APAC,month-to-month,invoice,fiber,54,13,104.69,381.93,1,0,0,0,0,0,0,0,4.06,87.1,36,12,1,0.013501,0
CUST-005789,APAC,two-year,bank-transfer,5g,36,34,79.16,419.59,1,1,0,0,2,1,2,0,4.61,70.3,75,0,1,0.00032,0
CUST-005790,Europe,month-to-month,credit-card,cable,36,18,126.99,596.4,1,0,0,1,0,1,0,0,6.66,78.3,23,12,5,0.002389,0
CUST-005791,APAC,one-year,bank-transfer,fiber,61,11,119.93,657.47,1,1,1,1,3,1,1,1,2.18,72.6,26,9,6,0.000696,0
CUST-005792,APAC,one-year,bank-transfer,fiber,56,14,98.33,651.28,0,1,0,1,1,0,1,0,17.1,59.2,49,0,3,0.000817,0
CUST-005793,North America,two-year,bank-transfer,fiber,64,66,77.29,266.3,1,0,1,0,1,0,0,0,4.32,67.8,38,4,0,0.000155,0
CUST-005794,North America,one-year,credit-card,cable,48,8,59.48,587.39,0,0,0,0,2,0,0,0,8.11,68.1,69,9,1,0.000459,0
CUST-005795,APAC,month-to-month,bank-transfer,fiber,19,15,108.72,438.82,0,1,0,1,2,1,0,0,10.5,76.8,50,12,2,0.030049,0
CUST-005796,Europe,month-to-month,credit-card,5g,57,28,84.46,339.32,1,1,0,0,5,0,2,1,5.14,46.7,9,20,1,0.518341,0
CUST-005797,Europe,one-year,digital-wallet,fiber,19,27,114.88,375.22,1,1,0,1,1,0,1,1,17.38,52.1,34,5,3,0.005374,0
CUST-005798,LATAM,month-to-month,invoice,fiber,38,25,116.64,241.36,0,1,0,1,1,2,1,1,8.58,69.3,30,7,2,0.520568,1
CUST-005799,APAC,one-year,credit-card,fiber,62,16,81.33,408.12,1,1,0,1,0,2,1,0,10.11,64.1,48,5,1,0.002921,0
CUST-005800,Europe,month-to-month,digital-wallet,cable,34,19,92.25,510.75,0,1,0,1,3,0,0,0,3.17,59.8,82,8,4,0.002556,0
CUST-005801,Europe,month-to-month,credit-card,5g,70,22,91.26,266.54,1,1,0,0,5,0,1,0,22.86,,-21,5,0,0.289812,0
CUST-005802,Europe,two-year,bank-transfer,fiber,58,10,126.68,306.56,1,1,1,1,2,0,1,0,24.65,76.5,40,0,2,0.00266,0
CUST-005803,APAC,two-year,invoice,cable,72,63,83.13,377.55,0,1,1,0,2,0,0,1,2.99,61.7,16,8,3,0.001785,0
CUST-005804,Europe,one-year,credit-card,fiber,50,17,107.57,607.71,1,1,0,0,2,0,0,0,11.89,56.2,43,2,4,0.000497,0
CUST-005805,Europe,month-to-month,credit-card,fiber,46,42,93.65,131.36,1,0,0,1,3,0,2,0,,77.1,56,6,2,0.011076,0
CUST-005806,APAC,two-year,invoice,fiber,27,29,129.07,480.93,0,1,1,0,2,0,0,0,12.5,65.4,-3,11,2,0.027103,0
CUST-005807,APAC,one-year,credit-card,cable,72,33,76.04,450.94,1,1,1,0,1,0,1,0,4.31,51.5,31,12,1,0.001619,0
CUST-005808,APAC,two-year,credit-card,5g,57,32,66.96,476.38,1,1,1,0,2,0,0,1,10.31,54.9,45,8,0,0.000611,0
CUST-005809,North America,month-to-month,bank-transfer,fiber,67,12,46.82,139.02,0,1,0,1,1,1,0,0,6.25,,23,23,2,0.173556,1
CUST-005810,APAC,month-to-month,credit-card,fiber,35,50,95.93,310.94,1,1,0,1,1,0,0,0,2.78,95.3,61,6,2,0.000275,0
CUST-005811,Europe,one-year,credit-card,fiber,31,7,97.68,,1,1,0,0,1,0,0,0,20.31,85.8,11,19,1,0.009398,0
CUST-005812,North America,two-year,digital-wallet,cable,40,15,86.76,214.78,0,1,1,0,0,2,0,1,10.53,77.1,48,14,1,0.010425,0
CUST-005813,APAC,month-to-month,bank-transfer,fiber,47,27,113.75,645.83,1,1,0,1,3,0,0,0,12.96,77.7,52,10,1,0.002057,0
CUST-005814,APAC,month-to-month,credit-card,5g,69,21,128.46,492.7,1,1,0,0,4,0,0,1,5.71,93.0,-26,4,0,0.06908,0
CUST-005815,Europe,one-year,bank-transfer,cable,34,16,73.35,529.62,1,1,0,0,5,2,1,1,10.34,94.3,19,2,0,0.003847,0
CUST-005816,APAC,two-year,credit-card,cable,30,47,86.49,503.53,1,1,0,0,2,0,1,0,7.35,56.5,61,8,0,0.000428,0
CUST-005817,North America,two-year,bank-transfer,fiber,26,35,51.36,209.52,0,1,0,1,0,1,1,1,6.67,77.9,78,21,0,0.001388,0
CUST-005818,North America,two-year,invoice,fiber,44,30,93.4,208.19,1,1,0,0,2,2,0,0,0.0,64.5,37,11,5,0.00836,0
CUST-005819,North America,one-year,digital-wallet,cable,25,23,76.67,547.3,1,0,0,0,0,0,0,0,12.89,62.3,84,4,2,5.7e-05,0
CUST-005820,Europe,two-year,bank-transfer,fiber,24,35,81.64,265.7,0,1,0,1,2,1,1,1,10.37,63.0,27,22,2,0.029546,0
CUST-005821,APAC,one-year,bank-transfer,cable,40,42,88.28,457.14,1,1,1,0,0,0,1,0,6.52,67.3,16,3,2,0.000336,0
CUST-005822,APAC,month-to-month,digital-wallet,cable,45,18,103.5,277.39,0,1,0,1,1,0,0,0,10.4,88.1,51,7,1,0.013187,0
CUST-005823,APAC,one-year,bank-transfer,5g,43,11,85.39,300.42,1,1,0,0,4,0,0,0,2.42,50.0,23,8,1,0.032925,0
CUST-005824,North America,one-year,credit-card,fiber,73,9,139.09,395.92,1,0,0,0,1,1,0,1,0.57,87.4,49,22,1,0.0068,0
CUST-005825,Europe,month-to-month,credit-card,cable,73,52,89.15,259.29,0,0,0,0,1,1,1,0,7.29,75.1,5,18,2,0.087688,0
CUST-005826,North America,month-to-month,credit-card,fiber,51,12,57.39,114.56,1,1,0,1,3,1,0,0,12.04,34.9,65,10,2,0.165479,0
CUST-005827,APAC,two-year,invoice,cable,74,12,73.47,418.34,1,1,0,0,1,0,0,1,8.54,55.3,36,3,4,0.001705,0
CUST-005828,North America,two-year,bank-transfer,cable,70,41,105.91,717.6,1,1,1,0,0,0,1,1,0.93,69.4,37,10,3,3.6e-05,0
CUST-005829,Europe,month-to-month,credit-card,fiber,21,27,106.97,495.58,1,1,0,1,2,0,2,0,7.97,81.5,48,9,0,0.005621,0
CUST-005830,APAC,two-year,credit-card,fiber,50,65,90.69,258.1,1,1,0,0,1,1,0,1,12.8,49.0,-1,14,2,0.012297,0
CUST-005831,APAC,month-to-month,invoice,fiber,39,20,90.78,327.18,0,0,0,1,2,0,0,0,13.16,73.5,5,0,0,0.161234,0
CUST-005832,North America,month-to-month,credit-card,fiber,22,27,95.34,384.99,1,1,0,1,3,1,1,0,1.38,99.0,1,17,2,0.017374,0
CUST-005833,North America,month-to-month,digital-wallet,fiber,57,23,106.77,414.15,0,1,0,0,2,1,0,0,9.08,91.4,46,2,1,0.009538,0
CUST-005834,APAC,month-to-month,digital-wallet,fiber,48,52,89.94,294.34,1,1,1,1,1,0,1,0,15.89,71.3,17,4,1,0.006109,0
CUST-005835,Europe,month-to-month,invoice,fiber,55,25,60.65,562.0,0,1,0,0,3,1,1,1,8.67,71.0,67,7,0,0.018547,0
CUST-005836,North America,one-year,credit-card,fiber,32,23,73.68,328.45,1,0,0,0,4,2,0,0,12.19,71.0,9,6,2,0.016058,0
CUST-005837,APAC,two-year,digital-wallet,fiber,68,24,76.55,422.77,1,1,0,1,0,0,1,0,4.87,69.1,38,19,3,0.000444,0
CUST-005838,Europe,one-year,credit-card,cable,44,3,62.41,621.61,0,0,1,1,1,2,1,0,3.96,77.6,45,8,1,0.000845,0
CUST-005839,Europe,two-year,invoice,fiber,33,7,61.28,385.11,0,1,0,0,1,0,1,0,5.02,54.8,25,0,1,0.012427,0
CUST-005840,North America,two-year,credit-card,cable,32,14,98.38,676.12,1,1,1,0,0,0,2,1,9.07,97.5,24,14,0,0.000186,0
CUST-005841,Europe,month-to-month,bank-transfer,5g,35,28,89.22,461.56,0,1,1,0,0,4,0,0,12.61,64.6,9,5,2,0.098896,0
CUST-005842,North America,month-to-month,bank-transfer,5g,25,35,106.74,342.87,1,1,1,0,1,0,1,2,7.35,68.5,42,18,0,0.027648,0
CUST-005843,North America,month-to-month,digital-wallet,fiber,70,37,132.08,374.07,1,0,0,1,3,1,0,1,9.4,61.4,62,16,2,0.03786,0
CUST-005844,Europe,one-year,credit-card,fiber,31,35,108.58,332.56,0,1,1,0,0,1,0,0,16.77,54.2,5,3,4,0.010024,0
CUST-005845,Europe,month-to-month,credit-card,cable,62,32,106.37,216.49,1,1,0,0,0,0,0,0,12.99,82.3,66,10,1,0.004211,0
CUST-005846,LATAM,one-year,digital-wallet,fiber,42,23,54.77,40.0,0,1,0,0,1,1,1,1,4.6,77.5,77,0,3,0.002809,0
CUST-005847,LATAM,one-year,credit-card,fiber,26,35,104.08,294.28,1,0,1,1,1,1,1,1,7.19,78.9,7,17,3,0.006188,0
CUST-005848,North America,one-year,credit-card,fiber,67,23,89.37,140.39,1,1,0,1,1,0,1,0,15.25,76.8,11,0,2,0.005402,0
CUST-005849,North America,month-to-month,credit-card,5g,66,60,118.37,280.32,0,1,0,0,1,1,0,1,12.25,61.5,-23,11,1,0.361348,0
CUST-005850,APAC,month-to-month,invoice,fiber,64,26,60.26,554.76,1,1,0,1,2,2,0,0,13.33,55.9,29,12,1,0.041515,0
CUST-005851,LATAM,month-to-month,bank-transfer,fiber,40,14,111.25,351.53,1,1,0,0,1,2,1,1,8.07,75.9,31,5,0,0.137265,0
CUST-005852,APAC,two-year,digital-wallet,fiber,21,96,76.33,613.13,1,1,1,0,3,1,0,0,8.34,58.1,12,11,0,0.00015,0
CUST-005853,North America,one-year,digital-wallet,fiber,65,5,66.26,338.2,1,1,0,1,1,0,0,2,1.21,55.8,4,13,1,0.014524,0
CUST-005854,North America,one-year,digital-wallet,fiber,64,19,139.06,519.06,1,1,0,1,3,0,0,0,5.79,76.7,92,11,2,0.000312,0
CUST-005855,North America,one-year,bank-transfer,fiber,70,26,92.19,391.04,1,1,0,0,1,0,1,1,15.96,86.2,-10,5,1,0.00369,0
CUST-005856,APAC,one-year,credit-card,cable,20,27,87.74,354.46,1,1,0,0,0,0,0,1,6.13,91.1,47,22,6,0.00015,0
CUST-005857,Europe,month-to-month,bank-transfer,5g,69,17,77.56,590.34,1,0,1,0,1,1,2,0,9.41,76.5,36,16,3,0.003238,0
CUST-005858,Europe,month-to-month,bank-transfer,cable,23,18,82.84,684.81,1,1,0,0,1,0,0,0,26.47,66.1,64,18,3,0.001191,0
CUST-005859,Europe,month-to-month,credit-card,cable,20,33,80.81,356.17,0,1,0,0,3,1,1,0,14.73,,40,0,0,0.128101,0
CUST-005860,North America,month-to-month,digital-wallet,cable,63,7,84.55,270.04,1,1,1,1,4,0,3,1,11.48,68.8,23,3,1,0.13685,0
CUST-005861,Europe,month-to-month,credit-card,fiber,62,30,86.91,403.7,1,1,1,0,1,0,1,0,17.55,81.9,8,3,1,0.00547,0
CUST-005862,North America,two-year,bank-transfer,5g,42,54,84.27,450.85,1,1,0,1,1,0,0,1,6.69,74.1,51,8,4,3e-05,0
CUST-005863,APAC,month-to-month,bank-transfer,fiber,62,23,64.65,483.69,0,1,0,1,3,2,0,0,4.79,53.4,4,17,1,0.253754,1
CUST-005864,APAC,month-to-month,invoice,cable,37,43,90.73,424.31,1,0,0,1,1,1,0,0,10.78,56.4,71,6,4,0.00308,0
CUST-005865,APAC,month-to-month,credit-card,fiber,26,29,96.78,298.85,1,1,0,0,1,0,1,0,8.28,66.0,49,10,1,0.018573,0
CUST-005866,North America,month-to-month,credit-card,fiber,41,10,108.95,664.33,1,0,0,1,3,0,0,0,12.41,60.2,55,0,2,0.002664,0
CUST-005867,APAC,month-to-month,bank-transfer,fiber,71,5,116.41,298.62,0,1,0,1,2,1,0,0,7.12,76.0,33,5,4,0.071943,0
CUST-005868,APAC,month-to-month,invoice,fiber,49,25,82.58,386.8,0,0,0,0,3,2,1,0,3.49,68.3,73,9,0,0.126828,0
CUST-005869,North America,month-to-month,bank-transfer,cable,62,9,98.52,553.71,1,1,0,0,1,2,0,0,16.49,78.2,41,8,2,0.009535,0
CUST-005870,North America,two-year,credit-card,cable,54,42,108.18,279.11,1,1,1,0,5,0,1,0,9.55,76.2,7,14,1,0.010605,0
CUST-005871,Europe,month-to-month,invoice,5g,57,28,76.99,407.5,0,1,0,1,1,1,1,1,2.78,64.3,10,9,0,0.181694,0
CUST-005872,North America,month-to-month,bank-transfer,cable,58,60,95.5,483.69,0,1,0,0,6,0,0,1,8.37,91.0,-7,5,2,0.013338,0
CUST-005873,North America,month-to-month,credit-card,cable,25,14,98.33,435.09,0,0,0,0,1,1,0,1,9.14,70.6,58,10,5,0.010173,0
CUST-005874,North America,month-to-month,credit-card,cable,24,12,47.22,468.17,0,1,0,1,3,1,0,0,14.34,71.6,62,9,2,0.006561,0
CUST-005875,North America,one-year,bank-transfer,cable,26,35,90.22,377.02,0,0,0,0,2,1,0,0,5.66,75.9,38,15,3,0.002909,0
CUST-005876,Europe,month-to-month,bank-transfer,cable,28,49,93.69,445.43,1,1,0,0,1,1,1,1,5.58,48.5,61,18,3,0.009792,0
CUST-005877,Europe,two-year,credit-card,fiber,59,46,73.89,317.44,0,0,1,1,3,2,1,0,18.56,76.5,85,5,2,0.000529,0
CUST-005878,North America,two-year,bank-transfer,5g,44,57,112.81,198.17,1,1,0,0,1,0,0,1,18.71,61.3,21,17,1,0.009772,0
CUST-005879,APAC,one-year,invoice,fiber,40,36,132.19,323.78,0,1,0,1,5,1,1,1,13.04,61.1,38,20,4,0.235756,0
CUST-005880,North America,month-to-month,digital-wallet,fiber,69,21,99.01,412.17,1,0,0,1,3,3,0,1,10.03,81.3,10,0,0,0.08437,0
CUST-005881,North America,month-to-month,bank-transfer,fiber,47,20,62.7,479.8,0,1,0,1,3,0,0,0,11.86,48.6,-2,7,3,0.058738,0
CUST-005882,North America,month-to-month,credit-card,cable,63,48,85.67,565.3,1,0,0,0,1,0,1,1,7.2,88.2,75,15,0,0.000321,0
CUST-005883,APAC,two-year,credit-card,cable,55,49,69.14,,1,0,0,1,1,1,1,1,14.02,70.4,41,13,3,0.000108,0
